No;Nama Aset;ID Functloc;Techidentno;Jenis Aset;Merk;Serial ID;Phasa;Status Asset;Fungsi;Tipe Aset;Daya;Tegangan;Tahun Buat;Tahun Operasi;Status Usia;Unit Induk;Unit Pelaksana;Ultg;Gardu Induk;Bay;Penempatan;AHI;Jumlah Parameter Pemicu;Parameter Pemicu;Jumlah Sub Sistem Pemicu;Kualitas Data
106;12341209809800000003 - Potential Transformer - ALSTOM - 37992005575 - T;TRS-3412-098.098-B0010;12341209809800000003;Potential Transformer;ALSTOM;37992005575;T;PLN_OPERASI;-;CCV 170;-;150 kV;2015;2022;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#1;BAY ANGKE#1;2 - Good;0;-;0;79.44%
107;14312509809800000006 - Circuit Breaker - SIEMENS - 35119530 C - T;TRS-3412-098.098-B0010;14312509809800000006;Circuit Breaker;SIEMENS;35119530 C;T;PLN_OPERASI;-;3AP1FI;-;150 kV;2011;2013;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#1;BAY LINE A;4 - Poor;1;"Pengujian Tahanan Isolasi (3 phasa) - T (1999.9, 4 - Poor)";1;73.73%
108;15312509809800000026 - Disconnecting Switch - SIEMENS - 11040221 - RST;TRS-3412-098.098-B0010;15312509809800000026;Disconnecting Switch;SIEMENS;11040221;RST;PLN_OPERASI;-;3DN1CB 170 EB;-;150 kV;2011;2012;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#1;BUS A;2 - Good;0;-;0;100.0%
109;12341209809800000023 - Potential Transformer - TRENCH - 2280560 - S;TRS-3412-098.098-B0009;12341209809800000023;Potential Transformer;TRENCH;2280560;S;PLN_OPERASI;-;TCVT 170;-;150 kV;2022;2023;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#2;BAY ANGKE#2;2 - Good;0;-;0;79.44%
110;15312509809800000024 - Disconnecting Switch - SIEMENS - 11040224 - RST;TRS-3412-098.098-B0009;15312509809800000024;Disconnecting Switch;SIEMENS;11040224;RST;PLN_OPERASI;-;3DN1CB 170 EB;-;150 kV;2011;2012;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#2;BUS B;2 - Good;0;-;0;83.33%
114;54341209809800000032 - Over Current Relay - SCHNEIDER - 39532919/08/19 - RSTN;TRS-3412-098.098-B0009;54341209809800000032;Over Current Relay;SCHNEIDER;39532919/08/19;RSTN;PLN_OPERASI;OCR + GFR;MICOM P123;-;150 kV;2019;-;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#2;PANEL PROTEKSI;-;0;-;0;0%
119;13312509809800000036 - Current Transformer - TRENCH - 2112534 - T;TRS-3412-098.098-B0009;13312509809800000036;Current Transformer;TRENCH;2112534;T;PLN_OPERASI;U;IOSK 170;-;150 kV;2011;2012;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#2;BAY ANGKE 2;2 - Good;0;-;0;68.1%
120;14341209809800000047 - Circuit Breaker - GE - 313F318019/T - T;TRS-3412-098.098-B0009;14341209809800000047;Circuit Breaker;GE;313F318019/T;T;PLN_OPERASI;-;GL313F3/4031P;-;150 kV;2018;2019;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#2;BAY LINE B;3 - Fair;0;-;0;73.73%
121;13312509809800000037 - Current Transformer - TRENCH - 2112532 - R;TRS-3412-098.098-B0009;13312509809800000037;Current Transformer;TRENCH;2112532;R;PLN_OPERASI;U;IOSK 170;-;150 kV;2011;2012;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#2;BAY ANGKE 2;2 - Good;0;-;0;68.1%
122;12341209809800000024 - Potential Transformer - TRENCH - 2280561 - T;TRS-3412-098.098-B0009;12341209809800000024;Potential Transformer;TRENCH;2280561;T;PLN_OPERASI;-;TCVT 170;-;150 kV;2022;2023;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#2;BAY ANGKE#2;2 - Good;0;-;0;79.44%
126;14341209809800000046 - Circuit Breaker - GE - 313F318019/S - S;TRS-3412-098.098-B0009;14341209809800000046;Circuit Breaker;GE;313F318019/S;S;PLN_OPERASI;-;GL313F3/4031P;-;150 kV;2018;2019;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#2;BAY LINE B;3 - Fair;0;-;0;73.73%
127;16312509809800000020 - Lightning Arrester - SIEMENS - URG/11111071 - S;TRS-3412-098.098-B0009;16312509809800000020;Lightning Arrester;SIEMENS;URG/11111071;S;PLN_OPERASI;-;3EL2 150-6PP42-4DA1;-;150 kV;2011;2011;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#2;Angke 2;2 - Good;0;-;0;100.0%
128;14341209809800000045 - Circuit Breaker - GE - 313F318019/R - R;TRS-3412-098.098-B0009;14341209809800000045;Circuit Breaker;GE;313F318019/R;R;PLN_OPERASI;-;GL313F3/4031P;-;150 kV;2018;2019;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#2;BAY LINE B;3 - Fair;0;-;0;73.73%
129;16312509809800000012 - Lightning Arrester - SIEMENS - URG/11111070 - R;TRS-3412-098.098-B0009;16312509809800000012;Lightning Arrester;SIEMENS;URG/11111070;R;PLN_OPERASI;-;3EL2 150-6PP42-4DA1;-;150 kV;2011;2011;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#2;Angke 2;2 - Good;0;-;0;100.0%
130;16312509809800000015 - Lightning Arrester - SIEMENS - URG/11111072 - T;TRS-3412-098.098-B0009;16312509809800000015;Lightning Arrester;SIEMENS;URG/11111072;T;PLN_OPERASI;-;3EL2 150-6PP42-4DA1;-;150 kV;2011;2011;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#2;Angke 2;2 - Good;0;-;0;100.0%
131;15341209809800000049 - Disconnecting Switch - GE - A1861X31 229 - RST;TRS-3412-098.098-B0009;15341209809800000049;Disconnecting Switch;GE;A1861X31 229;RST;PLN_OPERASI;-;S2DAT;-;150 kV;2018;2021;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#2;LINE + ES;2 - Good;0;-;0;100.0%
132;15312509809800000023 - Disconnecting Switch - SIEMENS - 11040222 - RST;TRS-3412-098.098-B0009;15312509809800000023;Disconnecting Switch;SIEMENS;11040222;RST;PLN_OPERASI;-;3DN1CB 170 EB;-;150 kV;2011;2012;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#2;BUS A;2 - Good;0;-;0;83.33%
133;13312509809800000042 - Current Transformer - TRENCH - 2112533 - S;TRS-3412-098.098-B0009;13312509809800000042;Current Transformer;TRENCH;2112533;S;PLN_OPERASI;U;IOSK 170;-;150 kV;2011;2012;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#2;BAY ANGKE 2;2 - Good;0;-;0;68.1%
134;12341209809800000022 - Potential Transformer - TRENCH - 2280559 - R;TRS-3412-098.098-B0009;12341209809800000022;Potential Transformer;TRENCH;2280559;R;PLN_OPERASI;-;TCVT 170;-;150 kV;2022;2023;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#2;BAY ANGKE#2;2 - Good;0;-;0;79.44%
136;TT341209809800000002 - Line Current Differential (87L) + Distance (21) TT - GE ALSTOM - 36039273/03/22 - RST;TRS-3412-098.098-B0009;TT341209809800000002;Line Current Differential (87L) + Distance (21) TT;GE ALSTOM;36039273/03/22;RST;PLN_OPERASI;87L + 21 + AR + SYNC;MICOM P545;-;150 kV;2021;-;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV ANGKE#2;PANEL PROTEKSI;-;0;-;0;0%
139;TT341209809800000003 - Line Current Differential (87L) + Distance (21) TT - ALSTOM - 34485205/06/18 - RST;TRS-3412-098.098-B0014;TT341209809800000003;Line Current Differential (87L) + Distance (21) TT;ALSTOM;34485205/06/18;RST;PLN_OPERASI;87L + 21 + AR + SYNC;MICOM P545;-;150 kV;2018;2020;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#1;PANEL PROTEKSI;-;0;-;0;0%
141;13341209809800000060 - Current Transformer - TRENCH - 30140701 - T;TRS-3412-098.098-B0014;13341209809800000060;Current Transformer;TRENCH;30140701;T;PLN_OPERASI;U;IOSK 170;-;150 kV;2018;2019;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#1;PHT 150kV KEMAYORAN#1;2 - Good;0;-;0;53.81%
142;15341209809800000043 - Disconnecting Switch - GE - A68219 - RST;TRS-3412-098.098-B0014;15341209809800000043;Disconnecting Switch;GE;A68219;RST;PLN_OPERASI;-;S2DA;-;150 kV;2017;2019;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#1;BUS B;1 - Very Good;0;-;0;66.67%
143;16341209809800000001 - Lightning Arrester - CROMPTON PRIMA (CPSI) - X441613 - R;TRS-3412-098.098-B0014;16341209809800000001;Lightning Arrester;CROMPTON PRIMA (CPSI);X441613;R;PLN_OPERASI;-;ZLAX-25C;-;150 kV;2019;2019;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#1;KEMAYORAN 1 FASA R;2 - Good;0;-;0;75.0%
144;16341209809800000003 - Lightning Arrester - CROMPTON PRIMA (CPSI) - X441615 - T;TRS-3412-098.098-B0014;16341209809800000003;Lightning Arrester;CROMPTON PRIMA (CPSI);X441615;T;PLN_OPERASI;-;ZLAX-25C;-;150 kV;2019;2019;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#1;KEMAYORAN 1 FASA T;2 - Good;0;-;0;75.0%
148;54341209809800000046 - Over Current Relay - ALSTOM - 3490026/11/19 - RSTN;TRS-3412-098.098-B0014;54341209809800000046;Over Current Relay;ALSTOM;3490026/11/19;RSTN;PLN_OPERASI;OCR + GFR;MICOM P14D;-;150 kV;2019;2021;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#1;PANEL PROTEKSI;-;0;-;0;0%
150;13341209809800000058 - Current Transformer - TRENCH - 30140699 - R;TRS-3412-098.098-B0014;13341209809800000058;Current Transformer;TRENCH;30140699;R;PLN_OPERASI;U;IOSK 170;-;150 kV;2018;2019;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#1;PHT 150kV KEMAYORAN#1;2 - Good;0;-;0;53.81%
151;12312509809800000019 - Potential Transformer - GEC ALSTHOM - 93-347-021 - R;TRS-3412-098.098-B0014;12312509809800000019;Potential Transformer;GEC ALSTHOM;93-347-021;R;PLN_OPERASI;-;CCV 170;-;150 kV;1993;2000;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#1;BAY KEMAYORAN#1;2 - Good;0;-;0;79.44%
152;13341209809800000059 - Current Transformer - TRENCH - 30140700 - S;TRS-3412-098.098-B0014;13341209809800000059;Current Transformer;TRENCH;30140700;S;PLN_OPERASI;U;IOSK 170;-;150 kV;2018;2019;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#1;PHT 150kV KEMAYORAN#1;2 - Good;0;-;0;53.81%
153;14312509809800000001 - Circuit Breaker - ABB - 1HSB01320049/T - T;TRS-3412-098.098-B0014;14312509809800000001;Circuit Breaker;ABB;1HSB01320049/T;T;PLN_OPERASI;-;LTB 170 D1/B;-;150 kV;2013;2014;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#1;BAY LINE A;2 - Good;0;-;0;67.84%
154;12312509809800000017 - Potential Transformer - GEC ALSTHOM - 93-347-023 - T;TRS-3412-098.098-B0014;12312509809800000017;Potential Transformer;GEC ALSTHOM;93-347-023;T;PLN_OPERASI;-;CCV 170;-;150 kV;1993;2000;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#1;BAY KEMAYORAN#1;2 - Good;0;-;0;79.44%
155;12312509809800000018 - Potential Transformer - GEC ALSTHOM - 93-347-022 - S;TRS-3412-098.098-B0014;12312509809800000018;Potential Transformer;GEC ALSTHOM;93-347-022;S;PLN_OPERASI;-;CCV 170;-;150 kV;1993;2000;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#1;BAY KEMAYORAN#1;2 - Good;0;-;0;79.44%
156;14312509809800000017 - Circuit Breaker - ABB - 1HSB01320049/R - R;TRS-3412-098.098-B0014;14312509809800000017;Circuit Breaker;ABB;1HSB01320049/R;R;PLN_OPERASI;-;LTB 170 D1/B;-;150 kV;2013;2014;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#1;BAY LINE A;2 - Good;0;-;0;67.84%
157;16341209809800000002 - Lightning Arrester - CROMPTON PRIMA (CPSI) - X441614 - S;TRS-3412-098.098-B0014;16341209809800000002;Lightning Arrester;CROMPTON PRIMA (CPSI);X441614;S;PLN_OPERASI;-;ZLAX-25C;-;150 kV;2019;2019;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#1;KEMAYORAN 1 FASA S;2 - Good;0;-;0;75.0%
158;14312509809800000004 - Circuit Breaker - ABB - 1HSB01320049/S - S;TRS-3412-098.098-B0014;14312509809800000004;Circuit Breaker;ABB;1HSB01320049/S;S;PLN_OPERASI;-;LTB 170 D1/B;-;150 kV;2013;2014;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#1;BAY LINE A;2 - Good;0;-;0;67.84%
159;15341209809800000041 - Disconnecting Switch - GE - A68400 - RST;TRS-3412-098.098-B0014;15341209809800000041;Disconnecting Switch;GE;A68400;RST;PLN_OPERASI;-;S2DAT;-;150 kV;2017;2019;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#1;LINE + ES;2 - Good;0;-;0;100.0%
164;15341209809800000042 - Disconnecting Switch - GE - A68373 - RST;TRS-3412-098.098-B0014;15341209809800000042;Disconnecting Switch;GE;A68373;RST;PLN_OPERASI;-;S2DAT;-;150 kV;2017;2021;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#1;BUS A;1 - Very Good;0;-;0;66.67%
165;15341209809800000052 - Disconnecting Switch - GE - A68220 - RST;TRS-3412-098.098-B0015;15341209809800000052;Disconnecting Switch;GE;A68220;RST;PLN_OPERASI;-;S2DA;-;150 kV;2017;2019;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#2;BUS B;1 - Very Good;0;-;0;66.67%
166;13341209809800000079 - Current Transformer - TRENCH - 1700517 - R;TRS-3412-098.098-B0015;13341209809800000079;Current Transformer;TRENCH;1700517;R;PLN_OPERASI;U;IOSK 170;-;150 kV;2017;2024;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#2;PHT 150kV KEMAYORAN#2;2 - Good;0;-;0;68.1%
167;12312509809800000025 - Potential Transformer - GEC ALSTHOM - 93-347-026 - T;TRS-3412-098.098-B0015;12312509809800000025;Potential Transformer;GEC ALSTHOM;93-347-026;T;PLN_OPERASI;-;CCV 170;-;150 kV;1993;2000;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#2;BAY KEMAYORAN#2;2 - Good;0;-;0;79.44%
168;15341209809800000051 - Disconnecting Switch - GE - A68221 - RST;TRS-3412-098.098-B0015;15341209809800000051;Disconnecting Switch;GE;A68221;RST;PLN_OPERASI;-;S2DA;-;150 kV;2017;2019;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#2;BUS A;1 - Very Good;0;-;0;66.67%
169;13341209809800000081 - Current Transformer - TRENCH - 1700519 - T;TRS-3412-098.098-B0015;13341209809800000081;Current Transformer;TRENCH;1700519;T;PLN_OPERASI;U;IOSK 170;-;150 kV;2017;2024;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#2;PHT 150kV KEMAYORAN#2;2 - Good;0;-;0;68.1%
171;TT341209809800000004 - Line Current Differential (87L) + Distance (21) TT - ALSTOM - 34923719/11/19 - RST;TRS-3412-098.098-B0015;TT341209809800000004;Line Current Differential (87L) + Distance (21) TT;ALSTOM;34923719/11/19;RST;PLN_OPERASI;87L + 21 + AR + SYNC;MICOM P545;-;150 kV;2019;2021;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#2;PANEL PROTEKSI;-;0;-;0;0%
174;16312509809800000024 - Lightning Arrester - GEC ALSTHOM - 43928500 - T;TRS-3412-098.098-B0015;16312509809800000024;Lightning Arrester;GEC ALSTHOM;43928500;T;PLN_OPERASI;-;PSC 150 Y-180L;-;150 kV;1992;2000;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#2;Kemayoran 2;2 - Good;0;-;0;100.0%
175;16312509809800000023 - Lightning Arrester - GEC ALSTHOM - 43928499 - S;TRS-3412-098.098-B0015;16312509809800000023;Lightning Arrester;GEC ALSTHOM;43928499;S;PLN_OPERASI;-;PSC 150 Y-180L;-;150 kV;1992;2000;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#2;Kemayoran 2;2 - Good;0;-;0;100.0%
176;54341209809800000049 - Over Current Relay - ALSTOM - 34940017/11/19 - RSTN;TRS-3412-098.098-B0015;54341209809800000049;Over Current Relay;ALSTOM;34940017/11/19;RSTN;PLN_OPERASI;OCR + GFR;MICOM P14D;-;150 kV;2019;2021;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#2;PANEL PROTEKSI;-;0;-;0;0%
182;12312509809800000026 - Potential Transformer - GEC ALSTHOM - 93-347-024 - R;TRS-3412-098.098-B0015;12312509809800000026;Potential Transformer;GEC ALSTHOM;93-347-024;R;PLN_OPERASI;-;CCV 170;-;150 kV;1993;2000;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#2;BAY KEMAYORAN#2;2 - Good;0;-;0;79.44%
183;14312509809800000009 - Circuit Breaker - ABB - 1HSB01320044/S - S;TRS-3412-098.098-B0015;14312509809800000009;Circuit Breaker;ABB;1HSB01320044/S;S;PLN_OPERASI;-;LTB 170 D1/B;-;150 kV;2013;2016;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#2;BAY LINE B;3 - Fair;0;-;0;73.73%
184;14312509809800000018 - Circuit Breaker - ABB - 1HSB01320044/T - T;TRS-3412-098.098-B0015;14312509809800000018;Circuit Breaker;ABB;1HSB01320044/T;T;PLN_OPERASI;-;LTB 170 D1/B;-;150 kV;2013;2016;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#2;BAY LINE B;3 - Fair;0;-;0;73.73%
185;12312509809800000008 - Potential Transformer - GEC ALSTHOM - 93-347-025 - S;TRS-3412-098.098-B0015;12312509809800000008;Potential Transformer;GEC ALSTHOM;93-347-025;S;PLN_OPERASI;-;CCV 170;-;150 kV;1993;2000;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#2;BAY KEMAYORAN#2;2 - Good;0;-;0;79.44%
187;16312509809800000027 - Lightning Arrester - GEC ALSTHOM - 43928498 - R;TRS-3412-098.098-B0015;16312509809800000027;Lightning Arrester;GEC ALSTHOM;43928498;R;PLN_OPERASI;-;PSC 150 Y-180L;-;150 kV;1992;2000;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#2;Kemayoran 2;2 - Good;0;-;0;100.0%
188;14312509809800000023 - Circuit Breaker - ABB - 1HSB01320044/R - R;TRS-3412-098.098-B0015;14312509809800000023;Circuit Breaker;ABB;1HSB01320044/R;R;PLN_OPERASI;-;LTB 170 D1/B;-;150 kV;2013;2016;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#2;BAY LINE B;3 - Fair;0;-;0;73.73%
189;15341209809800000053 - Disconnecting Switch - GE - A68401 - RST;TRS-3412-098.098-B0015;15341209809800000053;Disconnecting Switch;GE;A68401;RST;PLN_OPERASI;-;S2DAT;-;150 kV;2017;2019;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#2;LINE + ES;2 - Good;0;-;0;100.0%
190;13341209809800000080 - Current Transformer - TRENCH - 1700518 - S;TRS-3412-098.098-B0015;13341209809800000080;Current Transformer;TRENCH;1700518;S;PLN_OPERASI;U;IOSK 170;-;150 kV;2017;2024;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV KEMAYORAN#2;PHT 150kV KEMAYORAN#2;2 - Good;0;-;0;68.1%
191;15341209809800000037 - Disconnecting Switch - COELME - C85624/1-2-3 - RST;TRS-3412-098.098-B0012;15341209809800000037;Disconnecting Switch;COELME;C85624/1-2-3;RST;PLN_OPERASI;-;CBD;-;150 kV;2018;2020;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV PRIOK TIMUR#1;BUS B;1 - Very Good;0;-;0;50.0%
193;13341209809800000062 - Current Transformer - CG - 132030 - S;TRS-3412-098.098-B0012;13341209809800000062;Current Transformer;CG;132030;S;PLN_OPERASI;U;IOSK : 170/325/750;-;150 kV;2014;2018;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV PRIOK TIMUR#1;PHT 150kV PRIOK TIMUR#1;2 - Good;0;-;0;41.85%
194;13341209809800000061 - Current Transformer - CG - 132025 - R;TRS-3412-098.098-B0012;13341209809800000061;Current Transformer;CG;132025;R;PLN_OPERASI;U;IOSK : 170/325/750;-;150 kV;2014;2018;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV PRIOK TIMUR#1;PHT 150kV PRIOK TIMUR#1;2 - Good;0;-;0;41.85%
195;12341209809800000004 - Potential Transformer - TRENCH - 1770154 - R;TRS-3412-098.098-B0012;12341209809800000004;Potential Transformer;TRENCH;1770154;R;PLN_OPERASI;-;TCVT 170;-;150 kV;2017;2018;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV PRIOK TIMUR#1;BAY PRIOK TIMUR#1;2 - Good;0;-;0;46.11%
199;54341209809800000042 - Over Current Relay - ALSTOM - 39500823/11/14 - RSTN;TRS-3412-098.098-B0012;54341209809800000042;Over Current Relay;ALSTOM;39500823/11/14;RSTN;PLN_OPERASI;OCR + GFR;MICOM P142;-;150 kV;2014;2022;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV PRIOK TIMUR#1;PANEL PROTEKSI;-;0;-;0;0%
202;16341209809800000034 - Lightning Arrester - TRIDELTA - 258352 - S;TRS-3412-098.098-B0012;16341209809800000034;Lightning Arrester;TRIDELTA;258352;S;PLN_OPERASI;-;SB 144/20.4-1-A;-;150 kV;2017;2018;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV PRIOK TIMUR#1;-;2 - Good;0;-;0;75.0%
203;15341209809800000036 - Disconnecting Switch - COELME - C85622/1-2-3 - RST;TRS-3412-098.098-B0012;15341209809800000036;Disconnecting Switch;COELME;C85622/1-2-3;RST;PLN_OPERASI;-;CBD;-;150 kV;2018;2020;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV PRIOK TIMUR#1;BUS A;1 - Very Good;0;-;0;50.0%
204;16341209809800000031 - Lightning Arrester - TRIDELTA - 258351 - R;TRS-3412-098.098-B0012;16341209809800000031;Lightning Arrester;TRIDELTA;258351;R;PLN_OPERASI;-;SB 144/20.4-1-A;-;150 kV;2017;2018;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV PRIOK TIMUR#1;-;2 - Good;0;-;0;75.0%
205;13341209809800000063 - Current Transformer - CG - 132026 - T;TRS-3412-098.098-B0012;13341209809800000063;Current Transformer;CG;132026;T;PLN_OPERASI;U;IOSK : 170/325/750;-;150 kV;2014;2018;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV PRIOK TIMUR#1;PHT 150kV PRIOK TIMUR#1;2 - Good;0;-;0;41.85%
206;12341209809800000006 - Potential Transformer - TRENCH - 1770156 - T;TRS-3412-098.098-B0012;12341209809800000006;Potential Transformer;TRENCH;1770156;T;PLN_OPERASI;-;TCVT 170;-;150 kV;2017;2018;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV PRIOK TIMUR#1;BAY PRIOK TIMUR#1;2 - Good;0;-;0;46.11%
212;12341209809800000005 - Potential Transformer - TRENCH - 1770155 - S;TRS-3412-098.098-B0012;12341209809800000005;Potential Transformer;TRENCH;1770155;S;PLN_OPERASI;-;TCVT 170;-;150 kV;2017;2018;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV PRIOK TIMUR#1;BAY PRIOK TIMUR#1;2 - Good;0;-;0;46.11%
213;15341209809800000044 - Disconnecting Switch - COELME - C790289/3-2-1 - RST;TRS-3412-098.098-B0012;15341209809800000044;Disconnecting Switch;COELME;C790289/3-2-1;RST;PLN_OPERASI;-;CBD - E;-;150 kV;2017;2018;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV PRIOK TIMUR#1;LINE + ES;1 - Very Good;0;-;0;50.0%
214;16341209809800000036 - Lightning Arrester - TRIDELTA - 258353 - T;TRS-3412-098.098-B0012;16341209809800000036;Lightning Arrester;TRIDELTA;258353;T;PLN_OPERASI;-;SB 144/20.4-1-A;-;150 kV;2017;2018;-;UITJBB;UPT PULOGADUNG;ULTG ANCOL;GI 150KV ANCOL;PHT 150KV PRIOK TIMUR#1;-;2 - Good;0;-;0;75.0%
