No;Nama Aset;ID Functloc;Techidentno;Jenis Aset;Merk;Serial ID;Phasa;Status Asset;Fungsi;Tipe Aset;Daya;Tegangan;Tahun Buat;Tahun Operasi;Status Usia;Unit Induk;Unit Pelaksana;Ultg;Gardu Induk;Bay;Penempatan;AHI;Jumlah Parameter Pemicu;Parameter Pemicu;Jumlah Sub Sistem Pemicu;Kualitas Data
2095;18312410610600000409 - Grounding System - GROUNDING - 18312410610600000409;TRS-3412-106.106-B0007;18312410610600000409;Grounding System;GROUNDING;18312410610600000409;-;PLN_OPERASI;-;CU95;-;-;2009;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUSBAR C 150KV;SWITCHYARD;-;0;-;0;0%
2096;12341210610600000004 - Potential Transformer - ABB - 1222289 - R;TRS-3412-106.106-B0007;12341210610600000004;Potential Transformer;ABB;1222289;R;PLN_OPERASI;-;CPB-H 170;-;150 kV;2022;2023;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUSBAR C 150KV;BUSBAR C 150kV;2 - Good;0;-;0;45.56%
2097;12341210610600000005 - Potential Transformer - ABB - 1222290 - S;TRS-3412-106.106-B0007;12341210610600000005;Potential Transformer;ABB;1222290;S;PLN_OPERASI;-;CPB-H 170;-;150 kV;2022;2023;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUSBAR C 150KV;BUSBAR C 150kV;2 - Good;0;-;0;45.56%
2099;12341210610600000008 - Potential Transformer - ABB - 1222287 - S;TRS-3412-106.106-B0008;12341210610600000008;Potential Transformer;ABB;1222287;S;PLN_OPERASI;-;CPB-H 170;-;150 kV;2022;2023;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUSBAR D 150KV;BUSBAR D 150kV;2 - Good;0;-;0;78.89%
2103;18312410610600000410 - Grounding System - GROUNDING - 18312410610600000410;TRS-3412-106.106-B0008;18312410610600000410;Grounding System;GROUNDING;18312410610600000410;-;PLN_OPERASI;-;CU95;-;-;2009;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUSBAR D 150KV;SWITCHYARD;-;0;-;0;0%
2104;12341210610600000007 - Potential Transformer - ABB - 1222286 - R;TRS-3412-106.106-B0008;12341210610600000007;Potential Transformer;ABB;1222286;R;PLN_OPERASI;-;CPB-H 170;-;150 kV;2022;2023;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUSBAR D 150KV;BUSBAR D 150kV;2 - Good;0;-;0;78.89%
2105;12341210610600000009 - Potential Transformer - ABB - 1222288 - T;TRS-3412-106.106-B0008;12341210610600000009;Potential Transformer;ABB;1222288;T;PLN_OPERASI;-;CPB-H 170;-;150 kV;2022;2023;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUSBAR D 150KV;BUSBAR D 150kV;2 - Good;0;-;0;78.89%
2106;14341210610600100056 - Circuit Breaker - GE - 435343 0070 003 - RST;TRS-3412-106.106-B0001;14341210610600100056;Circuit Breaker;GE;435343 0070 003;RST;PLN_OPERASI;-;GL314F1;-;150 kV;2024;2025;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #1 150KV;BAY BUSTIE 1;2 - Good;0;-;0;14.12%
2107;13341210610600100025 - Current Transformer - CG - 183970 - T;TRS-3412-106.106-B0001;13341210610600100025;Current Transformer;CG;183970;T;PLN_OPERASI;P;IOSK : 170/325/750;-;150 kV;2019;2020;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #1 150KV;ARAH BUSBAR 3;2 - Good;0;-;0;62.86%
2108;13341210610600100020 - Current Transformer - CG - 183975 - R;TRS-3412-106.106-B0001;13341210610600100020;Current Transformer;CG;183975;R;PLN_OPERASI;P;IOSK : 170/325/750;-;150 kV;2019;2020;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #1 150KV;ARAH BUSBAR 1;2 - Good;0;-;0;62.86%
2109;15341210610600000002 - Disconnecting Switch - GE - A286050 030 054 - RST;TRS-3412-106.106-B0001;15341210610600000002;Disconnecting Switch;GE;A286050 030 054;RST;PLN_OPERASI;-;S2DA;-;150 kV;2019;2021;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #1 150KV;BUS C;1 - Very Good;0;-;0;62.78%
2110;13341210610600100022 - Current Transformer - CG - 183973 - T;TRS-3412-106.106-B0001;13341210610600100022;Current Transformer;CG;183973;T;PLN_OPERASI;P;IOSK : 170/325/750;-;150 kV;2019;2020;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #1 150KV;ARAH BUSBAR 1;2 - Good;0;-;0;62.86%
2117;13341210610600100023 - Current Transformer - CG - 183972 - R;TRS-3412-106.106-B0001;13341210610600100023;Current Transformer;CG;183972;R;PLN_OPERASI;P;IOSK : 170/325/750;-;150 kV;2019;2020;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #1 150KV;ARAH BUSBAR 3;2 - Good;0;-;0;62.86%
2118;18312410610600000403 - Grounding System - GROUNDING - 18312410610600000403;TRS-3412-106.106-B0001;18312410610600000403;Grounding System;GROUNDING;18312410610600000403;-;PLN_OPERASI;-;CU95;-;-;1989;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #1 150KV;SWITCHYARD;-;0;-;0;0%
2122;15341210610600000001 - Disconnecting Switch - GE - A268050 030 055 - RST;TRS-3412-106.106-B0001;15341210610600000001;Disconnecting Switch;GE;A268050 030 055;RST;PLN_OPERASI;-;S2DA;-;150 kV;2019;2021;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #1 150KV;BUS A;1 - Very Good;0;-;0;62.78%
2123;13341210610600100021 - Current Transformer - CG - 183974 - S;TRS-3412-106.106-B0001;13341210610600100021;Current Transformer;CG;183974;S;PLN_OPERASI;P;IOSK : 170/325/750;-;150 kV;2019;2020;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #1 150KV;ARAH BUSBAR 1;2 - Good;0;-;0;62.86%
2124;54341210610600000028 - Over Current Relay - MICOM - 36120182/06/22 - RSTN;TRS-3412-106.106-B0001;54341210610600000028;Over Current Relay;MICOM;36120182/06/22;RSTN;PLN_OPERASI;OCR + GFR;P40;-;-;2022;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #1 150KV;PANEL PROTEKSI;1 - Very Good;0;-;0;76.67%
2125;13341210610600100024 - Current Transformer - CG - 183971 - S;TRS-3412-106.106-B0001;13341210610600100024;Current Transformer;CG;183971;S;PLN_OPERASI;P;IOSK : 170/325/750;-;150 kV;2019;2020;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #1 150KV;ARAH BUSBAR 3;2 - Good;0;-;0;62.86%
2126;13341210610600100028 - Current Transformer - CG - 183980 - T;TRS-3412-106.106-B0002;13341210610600100028;Current Transformer;CG;183980;T;PLN_OPERASI;P;IOSK : 170/325/750;-;150 kV;2019;2020;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #2 150KV;ARAH BUSBAR 2;2 - Good;0;-;0;54.82%
2127;13341210610600100030 - Current Transformer - CG - 183977 - S;TRS-3412-106.106-B0002;13341210610600100030;Current Transformer;CG;183977;S;PLN_OPERASI;P;IOSK : 170/325/750;-;150 kV;2019;2020;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #2 150KV;ARAH BUSBAR 4;2 - Good;0;-;0;54.82%
2128;15341210610600000004 - Disconnecting Switch - GE - A268050 030 058 - RST;TRS-3412-106.106-B0002;15341210610600000004;Disconnecting Switch;GE;A268050 030 058;RST;PLN_OPERASI;-;S2DA;-;150 kV;2019;2021;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #2 150KV;BUS D;1 - Very Good;0;-;0;58.89%
2129;15341210610600000003 - Disconnecting Switch - GE - A268050 030 059 - RST;TRS-3412-106.106-B0002;15341210610600000003;Disconnecting Switch;GE;A268050 030 059;RST;PLN_OPERASI;-;S2DA;-;150 kV;2019;2021;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #2 150KV;BUS B;1 - Very Good;0;-;0;58.89%
2132;18312410610600000404 - Grounding System - GROUNDING - 18312410610600000404;TRS-3412-106.106-B0002;18312410610600000404;Grounding System;GROUNDING;18312410610600000404;-;PLN_OPERASI;-;CU95;-;-;2005;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #2 150KV;SWITCHYARD;-;0;-;0;0%
2135;13341210610600100026 - Current Transformer - CG - 183369 - R;TRS-3412-106.106-B0002;13341210610600100026;Current Transformer;CG;183369;R;PLN_OPERASI;P;IOSK : 170/325/750;-;150 kV;2019;2020;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #2 150KV;ARAH BUSBAR 2;2 - Good;0;-;0;54.82%
2136;13341210610600100031 - Current Transformer - CG - 183978 - T;TRS-3412-106.106-B0002;13341210610600100031;Current Transformer;CG;183978;T;PLN_OPERASI;P;IOSK : 170/325/750;-;150 kV;2019;2020;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #2 150KV;ARAH BUSBAR 4;2 - Good;0;-;0;54.82%
2137;13341210610600100027 - Current Transformer - CG - 183979 - S;TRS-3412-106.106-B0002;13341210610600100027;Current Transformer;CG;183979;S;PLN_OPERASI;P;IOSK : 170/325/750;-;150 kV;2019;2020;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #2 150KV;ARAH BUSBAR 2;2 - Good;0;-;0;54.82%
2138;13341210610600100029 - Current Transformer - CG - 183976 - R;TRS-3412-106.106-B0002;13341210610600100029;Current Transformer;CG;183976;R;PLN_OPERASI;P;IOSK : 170/325/750;-;150 kV;2019;2020;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #2 150KV;ARAH BUSBAR 4;2 - Good;0;-;0;54.82%
2139;14341210610600100059 - Circuit Breaker - GE - 435343 0070 004 - RST;TRS-3412-106.106-B0002;14341210610600100059;Circuit Breaker;GE;435343 0070 004;RST;PLN_OPERASI;-;GL314F1;-;150 kV;2024;2025;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #2 150KV;BAY BUSTIE 2;4 - Poor;1;"Pengujian Closing Time (112.72, 4 - Poor)";1;54.71%
2140;54341210610600000029 - Over Current Relay - MICOM - 36122009/06/22 - RSTN;TRS-3412-106.106-B0002;54341210610600000029;Over Current Relay;MICOM;36122009/06/22;RSTN;PLN_OPERASI;OCR + GFR;P40;-;-;2022;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE #2 150KV;PANEL PROTEKSI;1 - Very Good;0;-;0;76.67%
2146;18312410610600000405 - Grounding System - GROUNDING - 18312410610600000405;TRS-3412-106.106-B0003;18312410610600000405;Grounding System;GROUNDING;18312410610600000405;-;PLN_OPERASI;-;CU95;-;-;1989;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE A 150KV;SWITCHYARD;-;0;-;0;0%
2147;18312410610600000406 - Grounding System - GROUNDING - 18312410610600000406;TRS-3412-106.106-B0004;18312410610600000406;Grounding System;GROUNDING;18312410610600000406;-;PLN_OPERASI;-;CU95;-;-;1989;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;BUS SECTION/TIE B 150KV;SWITCHYARD;-;0;-;0;0%
2149;24341210610600000070 - Substation Battery - SAFT - KM300P - RST;TRS-3412-106.106-G0001;24341210610600000070;Substation Battery;SAFT;KM300P;RST;PLN_OPERASI;-;SBM 300-2;-;-;2017;2018;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;GEDUNG;BATTERY 110VDC UNIT 2;4 - Poor;1;"Pengukuran Tegangan Sel Batere NiCad (1.35, 4 - Poor)";1;50.83%
2150;18312410610600000026 - Grounding System - GROUNDING - 18312410610600000026;TRS-3412-106.106-G0001;18312410610600000026;Grounding System;GROUNDING;18312410610600000026;-;PLN_OPERASI;-;CU95;-;-;1996;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;GEDUNG;SWITCHYARD;-;0;-;0;0%
2151;25312410610600000061 - Substation Rectifier - COREDEL - 251.107.838.001 - RST;TRS-3412-106.106-G0001;25312410610600000061;Substation Rectifier;COREDEL;251.107.838.001;RST;PLN_OPERASI;-;RB7592;-;-;1978;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;GEDUNG;RECTIFIER 110VDC UNIT 1;5 - Critical;1;"Pengukuran DC Ground (99.66, 5 - Critical)";1;51.11%
2152;25312410610600000012 - Substation Rectifier - COREDEL - 251.107.838.002 - RST;TRS-3412-106.106-G0001;25312410610600000012;Substation Rectifier;COREDEL;251.107.838.002;RST;PLN_OPERASI;-;RB7592;-;-;1978;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;GEDUNG;RECTIFIER 110VDC UNIT 2;1 - Very Good;0;-;0;62.78%
2153;24341210610600000071 - Substation Battery - SAFT - 8888 - RST;TRS-3412-106.106-G0001;24341210610600000071;Substation Battery;SAFT;8888;RST;PLN_OPERASI;-;SBM 415-1;-;-;2022;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;GEDUNG;BATTERY 110VDC UNIT 1;4 - Poor;1;"Pengukuran Tegangan Sel Batere NiCad (1.32, 4 - Poor)";1;50.83%
2154;25341210610600000062 - Substation Rectifier - BORRI - LT9W08102 - RST;TRS-3412-106.106-G0001;25341210610600000062;Substation Rectifier;BORRI;LT9W08102;RST;PLN_OPERASI;-;JCB200466;-;-;2022;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;GEDUNG;RECTIFIER 110VDC UNIT 1;4 - Poor;1;"Pengukuran DC Ground (16.67, 4 - Poor)";1;51.11%
2155;25341210610600000063 - Substation Rectifier - BORRI - LT9W08101 - RST;TRS-3412-106.106-G0001;25341210610600000063;Substation Rectifier;BORRI;LT9W08101;RST;PLN_OPERASI;-;JCB200466;-;-;2022;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;GEDUNG;RECTIFIER 110VDC UNIT 2;5 - Critical;1;"Pengukuran DC Ground (26.61, 5 - Critical)";1;51.11%
2156;24341210610600000072 - Substation Battery - SAFT - 8888 - RST;TRS-3412-106.106-G0001;24341210610600000072;Substation Battery;SAFT;8888;RST;PLN_OPERASI;-;SBM 415-1;-;-;2022;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;GEDUNG;BATTERY 110VDC UNIT 2;4 - Poor;1;"Pengukuran Tegangan Sel Batere NiCad (1.32, 4 - Poor)";1;50.83%
2157;24341210610600000069 - Substation Battery - SAFT - KM300P - RST;TRS-3412-106.106-G0001;24341210610600000069;Substation Battery;SAFT;KM300P;RST;PLN_OPERASI;-;SBM 300-2;-;-;2017;2018;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;GEDUNG;BATTERY 110VDC UNIT 1;4 - Poor;1;"Pengukuran Tegangan Sel Batere NiCad (1.35, 4 - Poor)";1;50.83%
2161;13341210610600000022 - Current Transformer - TRENCH - 1700520 - T;TRS-3412-106.106-B0009;13341210610600000022;Current Transformer;TRENCH;1700520;T;PLN_OPERASI;P;IOSK 170;-;150 kV;2017;2021;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#1 500/150KV (LV);CT ARAH LINE;2 - Good;0;-;0;40.37%
2168;13312410610600000112 - Current Transformer - TRENCH - 12004641 - R;TRS-3412-106.106-B0009;13312410610600000112;Current Transformer;TRENCH;12004641;R;PLN_OPERASI;P;IOSK 170;-;150 kV;2012;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#1 500/150KV (LV);CT ARAH PMT;2 - Good;0;-;0;40.37%
2169;14312410610600000014 - Circuit Breaker - ABB - 8633 849 - RST;TRS-3412-106.106-B0009;14312410610600000014;Circuit Breaker;ABB;8633 849;RST;PLN_OPERASI;-;LTB 170 E1;-;150 kV;2002;2003;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#1 500/150KV (LV);BAY IBT 1 (LV);2 - Good;0;-;0;14.71%
2170;CU341210610600000002 - Current Differential Relay - GEC ALSTHOM - 062819W - RST;TRS-3412-106.106-B0009;CU341210610600000002;Current Differential Relay;GEC ALSTHOM;062819W;RST;PLN_OPERASI;CCP;34AF72A;-;150 kV;1994;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#1 500/150KV (LV);PANEL PROTEKSI;1 - Very Good;0;-;0;15.33%
2171;15341210610600000025 - Disconnecting Switch - GE - A1861X31 110 - RST;TRS-3412-106.106-B0009;15341210610600000025;Disconnecting Switch;GE;A1861X31 110;RST;PLN_OPERASI;-;S2DA;-;150 kV;2018;2021;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#1 500/150KV (LV);BUS B;1 - Very Good;0;-;0;31.11%
2172;16341210610600000015 - Lightning Arrester - ABB - 75096491 - T;TRS-3412-106.106-B0009;16341210610600000015;Lightning Arrester;ABB;75096491;T;PLN_OPERASI;-;EXLIM P150-GV170;-;150 kV;2005;2012;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#1 500/150KV (LV);-;2 - Good;0;-;0;71.67%
2173;54341210610600000002 - Over Current Relay - SCHNEIDER - 36265209/12/13 - RSTN;TRS-3412-106.106-B0009;54341210610600000002;Over Current Relay;SCHNEIDER;36265209/12/13;RSTN;PLN_OPERASI;OCR + GFR LV;P123;-;150 kV;2013;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#1 500/150KV (LV);PANEL PROTEKSI;1 - Very Good;0;-;0;76.67%
2174;13341210610600000021 - Current Transformer - TRENCH - 1700522 - R;TRS-3412-106.106-B0009;13341210610600000021;Current Transformer;TRENCH;1700522;R;PLN_OPERASI;P;IOSK 170;-;150 kV;2017;2021;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#1 500/150KV (LV);CT ARAH LINE;2 - Good;0;-;0;40.37%
2175;16341210610600000014 - Lightning Arrester - ABB - 75096490 - S;TRS-3412-106.106-B0009;16341210610600000014;Lightning Arrester;ABB;75096490;S;PLN_OPERASI;-;EXLIM P150-GV170;-;150 kV;2005;2012;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#1 500/150KV (LV);-;2 - Good;0;-;0;71.67%
2181;13312410610600000111 - Current Transformer - TRENCH - 12004639 - S;TRS-3412-106.106-B0009;13312410610600000111;Current Transformer;TRENCH;12004639;S;PLN_OPERASI;P;IOSK 170;-;150 kV;2012;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#1 500/150KV (LV);CT ARAH PMT;2 - Good;0;-;0;40.37%
2182;12341210610600000026 - Potential Transformer - HITACHI - 1223064 - T;TRS-3412-106.106-B0009;12341210610600000026;Potential Transformer;HITACHI;1223064;T;PLN_OPERASI;-;CPB-H 170;-;150 kV;2023;2023;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#1 500/150KV (LV);IBT#1 500/150kV (LV);2 - Good;0;-;0;45.56%
2183;12341210610600000025 - Potential Transformer - HITACHI - 1223063 - S;TRS-3412-106.106-B0009;12341210610600000025;Potential Transformer;HITACHI;1223063;S;PLN_OPERASI;-;CPB-H 170;-;150 kV;2023;2023;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#1 500/150KV (LV);IBT#1 500/150kV (LV);2 - Good;0;-;0;45.56%
2184;13312410610600000110 - Current Transformer - TRENCH - 12004637 - T;TRS-3412-106.106-B0009;13312410610600000110;Current Transformer;TRENCH;12004637;T;PLN_OPERASI;P;IOSK 170;-;150 kV;2012;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#1 500/150KV (LV);CT ARAH PMT;2 - Good;0;-;0;40.37%
2185;15341210610600000026 - Disconnecting Switch - GE - A1861X31 218 - RST;TRS-3412-106.106-B0009;15341210610600000026;Disconnecting Switch;GE;A1861X31 218;RST;PLN_OPERASI;-;S2DAT;-;150 kV;2018;2021;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#1 500/150KV (LV);LINE+E;1 - Very Good;0;-;0;47.78%
2186;12341210610600000024 - Potential Transformer - HITACHI - 1223062 - R;TRS-3412-106.106-B0009;12341210610600000024;Potential Transformer;HITACHI;1223062;R;PLN_OPERASI;-;CPB-H 170;-;150 kV;2023;2023;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#1 500/150KV (LV);IBT#1 500/150kV (LV);2 - Good;0;-;0;45.56%
2187;15341210610600000024 - Disconnecting Switch - GE - A1861X31 109 - RST;TRS-3412-106.106-B0009;15341210610600000024;Disconnecting Switch;GE;A1861X31 109;RST;PLN_OPERASI;-;S2DA;-;150 kV;2018;2021;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#1 500/150KV (LV);BUS A;1 - Very Good;0;-;0;47.78%
2188;CN341210610600000001 - Stand By Earth Fault - GEC ALSTHOM - 229929Y - N;TRS-3412-106.106-B0009;CN341210610600000001;Stand By Earth Fault;GEC ALSTHOM;229929Y;N;PLN_OPERASI;SBEF;CAG12AF34A;-;150 kV;2000;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#1 500/150KV (LV);PANEL PROTEKSI;1 - Very Good;0;-;0;76.67%
2189;16341210610600000013 - Lightning Arrester - ABB - 75096489 - R;TRS-3412-106.106-B0009;16341210610600000013;Lightning Arrester;ABB;75096489;R;PLN_OPERASI;-;EXLIM P150-GV170;-;150 kV;2005;2012;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#1 500/150KV (LV);-;2 - Good;0;-;0;71.67%
2191;13341210610600000020 - Current Transformer - TRENCH - 1700521 - S;TRS-3412-106.106-B0009;13341210610600000020;Current Transformer;TRENCH;1700521;S;PLN_OPERASI;P;IOSK 170;-;150 kV;2017;2021;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#1 500/150KV (LV);CT ARAH LINE;2 - Good;0;-;0;40.37%
2196;18312410610600000411 - Grounding System - GROUNDING - 18312410610600000411;TRS-3412-106.106-B0009;18312410610600000411;Grounding System;GROUNDING;18312410610600000411;-;PLN_OPERASI;-;CU95;-;-;1983;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#1 500/150KV (LV);SWITCHYARD;-;0;-;0;0%
2202;CN341210610600000002 - Stand By Earth Fault - GEC ALSTHOM - 062817W - N;TRS-3412-106.106-B0010;CN341210610600000002;Stand By Earth Fault;GEC ALSTHOM;062817W;N;PLN_OPERASI;SBEF;CAG12AF34A;-;150 kV;2000;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#2 500/150KV (LV);PANEL PROTEKSI;1 - Very Good;0;-;0;76.67%
2203;15341210610600000030 - Disconnecting Switch - GE - A1861X31 219 - RST;TRS-3412-106.106-B0010;15341210610600000030;Disconnecting Switch;GE;A1861X31 219;RST;PLN_OPERASI;-;S2DAT;-;150 kV;2018;2023;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#2 500/150KV (LV);BUS C;1 - Very Good;0;-;0;47.78%
2204;54341210610600000001 - Over Current Relay - ALSTOM - 34940086/11/19 - RSTN;TRS-3412-106.106-B0010;54341210610600000001;Over Current Relay;ALSTOM;34940086/11/19;RSTN;PLN_OPERASI;OCR + GFR LV;P14D;-;150 kV;2019;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#2 500/150KV (LV);PANEL PROTEKSI;1 - Very Good;0;-;0;76.67%
2205;13312410610600000218 - Current Transformer - BALTEAU - 55962 S1 - S;TRS-3412-106.106-B0010;13312410610600000218;Current Transformer;BALTEAU;55962 S1;S;PLN_OPERASI;U;QDR170P;-;150 kV;1987;1988;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#2 500/150KV (LV);IBT#2 500/150kV (LV);2 - Good;0;-;0;40.37%
2206;13312410610600000115 - Current Transformer - TRENCH - 12004042 - S;TRS-3412-106.106-B0010;13312410610600000115;Current Transformer;TRENCH;12004042;S;PLN_OPERASI;P;IOSK 170;-;150 kV;2012;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#2 500/150KV (LV);CT ARAH PMT;2 - Good;0;-;0;40.37%
2207;15341210610600000031 - Disconnecting Switch - GE - A1861X31 112 - RST;TRS-3412-106.106-B0010;15341210610600000031;Disconnecting Switch;GE;A1861X31 112;RST;PLN_OPERASI;-;S2DA;-;150 kV;2018;2023;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#2 500/150KV (LV);BUS D;1 - Very Good;0;-;0;47.78%
2209;89341210610600000001 - Under / Over Voltage Relay - GEC ALSTHOM - 062778W - RST;TRS-3412-106.106-B0010;89341210610600000001;Under / Over Voltage Relay;GEC ALSTHOM;062778W;RST;PLN_OPERASI;OVR;VDG11AF;-;150 kV;2000;-;-;UITJBB;UPT PULOGADUNG;ULTG HARAPAN INDAH;GI 150KV BEKASI;IBT#2 500/150KV (LV);PANEL PROTEKSI;1 - Very Good;0;-;0;76.67%
